"Date","Price","Open","High","Low","Vol.","Change %"
"May 09, 2019","974.00","974.00","974.00","974.00","-","3.62%"
"May 08, 2019","940.00","940.00","940.00","940.00","-","0.43%"
"May 07, 2019","936.00","936.00","936.00","936.00","-","-4.97%"
"May 03, 2019","985.00","985.00","985.00","985.00","-","-4.55%"
"May 02, 2019","1,032.00","1,032.00","1,032.00","1,032.00","-","0.10%"
"May 01, 2019","1,031.00","1,031.00","1,031.00","1,031.00","-","1.98%"
"Apr 30, 2019","1,011.00","1,011.00","1,011.00","1,011.00","-","10.73%"
"Apr 29, 2019","913.00","913.00","913.00","913.00","-","2.70%"
"Apr 26, 2019","889.00","889.00","889.00","889.00","-","2.30%"
"Apr 25, 2019","869.00","869.00","869.00","869.00","-","2.24%"
"Apr 24, 2019","850.00","850.00","850.00","850.00","-","3.53%"
"Apr 23, 2019","821.00","821.00","821.00","821.00","-","3.92%"
"Apr 18, 2019","790.00","790.00","790.00","790.00","-","3.00%"
"Apr 17, 2019","767.00","767.00","767.00","767.00","-","2.40%"
"Apr 16, 2019","749.00","749.00","749.00","749.00","-","1.49%"
"Apr 15, 2019","738.00","738.00","738.00","738.00","-","1.65%"
"Apr 12, 2019","726.00","726.00","726.00","726.00","-","-0.27%"
"Apr 11, 2019","728.00","728.00","728.00","728.00","-","-0.82%"
"Apr 10, 2019","734.00","734.00","734.00","734.00","-","1.24%"
"Apr 09, 2019","725.00","725.00","725.00","725.00","-","1.54%"
"Apr 08, 2019","714.00","714.00","714.00","714.00","-","0.42%"
"Apr 05, 2019","711.00","711.00","711.00","711.00","-","1.72%"
"Apr 04, 2019","699.00","699.00","699.00","699.00","-","4.02%"
"Apr 03, 2019","672.00","672.00","672.00","672.00","-","-0.30%"
"Apr 02, 2019","674.00","674.00","674.00","674.00","-","-1.61%"
"Apr 01, 2019","685.00","685.00","685.00","685.00","-","-0.58%"
"Mar 29, 2019","689.00","689.00","689.00","689.00","-","-0.43%"
"Mar 28, 2019","692.00","692.00","692.00","692.00","-","0.29%"
"Mar 27, 2019","690.00","690.00","690.00","690.00","-","1.02%"
"Mar 26, 2019","683.00","683.00","683.00","683.00","-","-0.87%"
"Mar 25, 2019","689.00","689.00","689.00","689.00","-","-0.14%"
"Mar 22, 2019","690.00","690.00","690.00","690.00","-","-0.72%"
"Mar 21, 2019","695.00","695.00","695.00","695.00","-","-1.97%"
"Mar 20, 2019","709.00","709.00","709.00","709.00","-","-0.42%"
"Mar 19, 2019","712.00","712.00","712.00","712.00","-","-1.25%"
"Mar 18, 2019","721.00","721.00","721.00","721.00","-","-1.23%"
"Mar 15, 2019","730.00","730.00","730.00","730.00","-","7.83%"
"Mar 14, 2019","677.00","677.00","677.00","677.00","-","3.52%"
"Mar 13, 2019","654.00","654.00","654.00","654.00","-","1.08%"
"Mar 12, 2019","647.00","647.00","647.00","647.00","-","0.31%"
"Mar 11, 2019","645.00","645.00","645.00","645.00","-","-0.62%"
"Mar 08, 2019","649.00","649.00","649.00","649.00","-","-1.22%"
"Mar 07, 2019","657.00","657.00","657.00","657.00","-","-1.05%"
"Mar 06, 2019","664.00","664.00","664.00","664.00","-","0.15%"
"Mar 05, 2019","663.00","663.00","663.00","663.00","-","-0.90%"
"Mar 04, 2019","669.00","669.00","669.00","669.00","-","0.75%"
"Mar 01, 2019","664.00","664.00","664.00","664.00","-","0.91%"
"Feb 28, 2019","658.00","658.00","658.00","658.00","-","1.08%"
"Feb 27, 2019","651.00","651.00","651.00","651.00","-","0.31%"
"Feb 26, 2019","649.00","649.00","649.00","649.00","-","1.88%"
"Feb 25, 2019","637.00","637.00","637.00","637.00","-","0.47%"
"Feb 22, 2019","634.00","634.00","634.00","634.00","-","0.63%"
"Feb 21, 2019","630.00","630.00","630.00","630.00","-","1.29%"
"Feb 20, 2019","622.00","622.00","622.00","622.00","-","-2.05%"
"Feb 19, 2019","635.00","635.00","635.00","635.00","-","-1.24%"
"Feb 18, 2019","643.00","643.00","643.00","643.00","-","0.63%"
"Feb 15, 2019","639.00","639.00","639.00","639.00","-","1.75%"
"Feb 14, 2019","628.00","628.00","628.00","628.00","-","3.29%"
"Feb 13, 2019","608.00","608.00","608.00","608.00","-","1.67%"
"Feb 12, 2019","598.00","598.00","598.00","598.00","-","0.50%"
"Feb 11, 2019","595.00","595.00","595.00","595.00","-","-1.00%"
"Feb 08, 2019","601.00","601.00","601.00","601.00","-","-1.48%"
"Feb 07, 2019","610.00","610.00","610.00","610.00","-","-3.02%"
"Feb 06, 2019","629.00","629.00","629.00","629.00","-","0.00%"
"Feb 05, 2019","629.00","629.00","629.00","629.00","-","-0.79%"
"Feb 04, 2019","634.00","634.00","634.00","634.00","-","-1.71%"
"Feb 01, 2019","645.00","645.00","645.00","645.00","-","-3.44%"
"Jan 31, 2019","668.00","668.00","668.00","668.00","-","-7.35%"
"Jan 30, 2019","721.00","721.00","721.00","721.00","-","-9.54%"
"Jan 29, 2019","797.00","797.00","797.00","797.00","-","-6.46%"
"Jan 28, 2019","852.00","852.00","852.00","852.00","-","-5.86%"
"Jan 25, 2019","905.00","905.00","905.00","905.00","-","-3.62%"
"Jan 24, 2019","939.00","939.00","939.00","939.00","-","-4.38%"
"Jan 23, 2019","982.00","982.00","982.00","982.00","-","-5.21%"
"Jan 22, 2019","1,036.00","1,036.00","1,036.00","1,036.00","-","-5.13%"
"Jan 21, 2019","1,092.00","1,092.00","1,092.00","1,092.00","-","-1.80%"
"Jan 18, 2019","1,112.00","1,112.00","1,112.00","1,112.00","-","3.25%"
"Jan 17, 2019","1,077.00","1,077.00","1,077.00","1,077.00","-","2.09%"
"Jan 16, 2019","1,055.00","1,055.00","1,055.00","1,055.00","-","-3.74%"
"Jan 15, 2019","1,096.00","1,096.00","1,096.00","1,096.00","-","-4.45%"
"Jan 14, 2019","1,147.00","1,147.00","1,147.00","1,147.00","-","-1.88%"
"Jan 11, 2019","1,169.00","1,169.00","1,169.00","1,169.00","-","-1.68%"
"Jan 10, 2019","1,189.00","1,189.00","1,189.00","1,189.00","-","-3.96%"
"Jan 09, 2019","1,238.00","1,238.00","1,238.00","1,238.00","-","-1.90%"
"Jan 08, 2019","1,262.00","1,262.00","1,262.00","1,262.00","-","1.20%"
"Jan 07, 2019","1,247.00","1,247.00","1,247.00","1,247.00","-","-1.03%"
"Jan 04, 2019","1,260.00","1,260.00","1,260.00","1,260.00","-","-0.55%"
"Jan 03, 2019","1,267.00","1,267.00","1,267.00","1,267.00","-","-1.17%"
"Jan 02, 2019","1,282.00","1,282.00","1,282.00","1,282.00","-","0.87%"
"Dec 24, 2018","1,271.00","1,271.00","1,271.00","1,271.00","-","-0.63%"
"Dec 21, 2018","1,279.00","1,279.00","1,279.00","1,279.00","-","-2.96%"
"Dec 20, 2018","1,318.00","1,318.00","1,318.00","1,318.00","-","-4.35%"
"Dec 19, 2018","1,378.00","1,378.00","1,378.00","1,378.00","-","-1.22%"
"Dec 18, 2018","1,395.00","1,395.00","1,395.00","1,395.00","-","-0.78%"
"Dec 17, 2018","1,406.00","1,406.00","1,406.00","1,406.00","-","0.36%"
"Dec 14, 2018","1,401.00","1,401.00","1,401.00","1,401.00","-","2.64%"
"Dec 13, 2018","1,365.00","1,365.00","1,365.00","1,365.00","-","0.89%"
"Dec 12, 2018","1,353.00","1,353.00","1,353.00","1,353.00","-","-0.81%"
"Dec 11, 2018","1,364.00","1,364.00","1,364.00","1,364.00","-","-1.52%"
"Dec 10, 2018","1,385.00","1,385.00","1,385.00","1,385.00","-","0.95%"
"Dec 07, 2018","1,372.00","1,372.00","1,372.00","1,372.00","-","2.46%"
"Dec 06, 2018","1,339.00","1,339.00","1,339.00","1,339.00","-","3.32%"
"Dec 05, 2018","1,296.00","1,296.00","1,296.00","1,296.00","-","4.77%"
"Dec 04, 2018","1,237.00","1,237.00","1,237.00","1,237.00","-","2.83%"
"Dec 03, 2018","1,203.00","1,203.00","1,203.00","1,203.00","-","-2.27%"
"Nov 30, 2018","1,231.00","1,231.00","1,231.00","1,231.00","-","-3.90%"
"Nov 29, 2018","1,281.00","1,281.00","1,281.00","1,281.00","-","-3.68%"
"Nov 28, 2018","1,330.00","1,330.00","1,330.00","1,330.00","-","-0.67%"
"Nov 27, 2018","1,339.00","1,339.00","1,339.00","1,339.00","-","10.02%"
"Nov 26, 2018","1,217.00","1,217.00","1,217.00","1,217.00","-","11.34%"
"Nov 23, 2018","1,093.00","1,093.00","1,093.00","1,093.00","-","7.37%"
"Nov 22, 2018","1,018.00","1,018.00","1,018.00","1,018.00","-","0.99%"
"Nov 21, 2018","1,008.00","1,008.00","1,008.00","1,008.00","-","0.50%"
"Nov 20, 2018","1,003.00","1,003.00","1,003.00","1,003.00","-","-1.96%"
"Nov 19, 2018","1,023.00","1,023.00","1,023.00","1,023.00","-","-0.78%"
"Nov 16, 2018","1,031.00","1,031.00","1,031.00","1,031.00","-","1.08%"
"Nov 15, 2018","1,020.00","1,020.00","1,020.00","1,020.00","-","1.09%"
"Nov 14, 2018","1,009.00","1,009.00","1,009.00","1,009.00","-","-5.17%"
"Nov 13, 2018","1,064.00","1,064.00","1,064.00","1,064.00","-","-5.42%"
"Nov 12, 2018","1,125.00","1,125.00","1,125.00","1,125.00","-","-1.92%"
"Nov 09, 2018","1,147.00","1,147.00","1,147.00","1,147.00","-","-6.82%"
"Nov 08, 2018","1,231.00","1,231.00","1,231.00","1,231.00","-","-5.60%"
"Nov 07, 2018","1,304.00","1,304.00","1,304.00","1,304.00","-","-6.52%"
"Nov 06, 2018","1,395.00","1,395.00","1,395.00","1,395.00","-","-2.31%"
"Nov 05, 2018","1,428.00","1,428.00","1,428.00","1,428.00","-","-1.99%"
"Nov 02, 2018","1,457.00","1,457.00","1,457.00","1,457.00","-","-0.88%"
"Nov 01, 2018","1,470.00","1,470.00","1,470.00","1,470.00","-","-1.34%"
"Oct 31, 2018","1,490.00","1,490.00","1,490.00","1,490.00","-","-1.52%"
"Oct 30, 2018","1,513.00","1,513.00","1,513.00","1,513.00","-","-0.59%"
"Oct 29, 2018","1,522.00","1,522.00","1,522.00","1,522.00","-","0.20%"
"Oct 26, 2018","1,519.00","1,519.00","1,519.00","1,519.00","-","0.20%"
"Oct 25, 2018","1,516.00","1,516.00","1,516.00","1,516.00","-","-1.94%"
"Oct 24, 2018","1,546.00","1,546.00","1,546.00","1,546.00","-","-1.97%"
"Oct 23, 2018","1,577.00","1,577.00","1,577.00","1,577.00","-","-0.13%"
"Oct 22, 2018","1,579.00","1,579.00","1,579.00","1,579.00","-","0.19%"
"Oct 19, 2018","1,576.00","1,576.00","1,576.00","1,576.00","-","0.70%"
"Oct 18, 2018","1,565.00","1,565.00","1,565.00","1,565.00","-","0.71%"
"Oct 17, 2018","1,554.00","1,554.00","1,554.00","1,554.00","-","-1.52%"
"Oct 16, 2018","1,578.00","1,578.00","1,578.00","1,578.00","-","-0.38%"
"Oct 15, 2018","1,584.00","1,584.00","1,584.00","1,584.00","-","0.32%"
"Oct 12, 2018","1,579.00","1,579.00","1,579.00","1,579.00","-","4.22%"
"Oct 11, 2018","1,515.00","1,515.00","1,515.00","1,515.00","-","1.47%"
"Oct 10, 2018","1,493.00","1,493.00","1,493.00","1,493.00","-","-0.67%"
"Oct 09, 2018","1,503.00","1,503.00","1,503.00","1,503.00","-","-1.76%"
"Oct 08, 2018","1,530.00","1,530.00","1,530.00","1,530.00","-","-0.39%"
"Oct 05, 2018","1,536.00","1,536.00","1,536.00","1,536.00","-","-1.16%"
"Oct 04, 2018","1,554.00","1,554.00","1,554.00","1,554.00","-","-1.27%"
"Oct 03, 2018","1,574.00","1,574.00","1,574.00","1,574.00","-","0.25%"
"Oct 02, 2018","1,570.00","1,570.00","1,570.00","1,570.00","-","0.96%"
"Oct 01, 2018","1,555.00","1,555.00","1,555.00","1,555.00","-","0.97%"
"Sep 28, 2018","1,540.00","1,540.00","1,540.00","1,540.00","-","1.05%"
"Sep 27, 2018","1,524.00","1,524.00","1,524.00","1,524.00","-","1.40%"
"Sep 26, 2018","1,503.00","1,503.00","1,503.00","1,503.00","-","3.66%"
"Sep 25, 2018","1,450.00","1,450.00","1,450.00","1,450.00","-","1.12%"
"Sep 24, 2018","1,434.00","1,434.00","1,434.00","1,434.00","-","1.49%"
"Sep 21, 2018","1,413.00","1,413.00","1,413.00","1,413.00","-","1.22%"
"Sep 20, 2018","1,396.00","1,396.00","1,396.00","1,396.00","-","1.68%"
"Sep 19, 2018","1,373.00","1,373.00","1,373.00","1,373.00","-","1.25%"
"Sep 18, 2018","1,356.00","1,356.00","1,356.00","1,356.00","-","-0.07%"
"Sep 17, 2018","1,357.00","1,357.00","1,357.00","1,357.00","-","-0.66%"
"Sep 14, 2018","1,366.00","1,366.00","1,366.00","1,366.00","-","-1.16%"
"Sep 13, 2018","1,382.00","1,382.00","1,382.00","1,382.00","-","-2.06%"
"Sep 12, 2018","1,411.00","1,411.00","1,411.00","1,411.00","-","-1.95%"
"Sep 11, 2018","1,439.00","1,439.00","1,439.00","1,439.00","-","-2.90%"
"Sep 10, 2018","1,482.00","1,482.00","1,482.00","1,482.00","-","-0.54%"
"Sep 07, 2018","1,490.00","1,490.00","1,490.00","1,490.00","-","0.40%"
"Sep 06, 2018","1,484.00","1,484.00","1,484.00","1,484.00","-","0.47%"
"Sep 05, 2018","1,477.00","1,477.00","1,477.00","1,477.00","-","-2.38%"
"Sep 04, 2018","1,513.00","1,513.00","1,513.00","1,513.00","-","-2.83%"
"Sep 03, 2018","1,557.00","1,557.00","1,557.00","1,557.00","-","-1.39%"
"Aug 31, 2018","1,579.00","1,579.00","1,579.00","1,579.00","-","-2.17%"
"Aug 30, 2018","1,614.00","1,614.00","1,614.00","1,614.00","-","-2.83%"
"Aug 29, 2018","1,661.00","1,661.00","1,661.00","1,661.00","-","-1.37%"
"Aug 28, 2018","1,684.00","1,684.00","1,684.00","1,684.00","-","-0.77%"
"Aug 24, 2018","1,697.00","1,697.00","1,697.00","1,697.00","-","-0.70%"
"Aug 23, 2018","1,709.00","1,709.00","1,709.00","1,709.00","-","-1.50%"
"Aug 22, 2018","1,735.00","1,735.00","1,735.00","1,735.00","-","-0.06%"
"Aug 21, 2018","1,736.00","1,736.00","1,736.00","1,736.00","-","0.52%"
"Aug 20, 2018","1,727.00","1,727.00","1,727.00","1,727.00","-","0.23%"
"Aug 17, 2018","1,723.00","1,723.00","1,723.00","1,723.00","-","0.17%"
"Aug 16, 2018","1,720.00","1,720.00","1,720.00","1,720.00","-","-0.41%"
"Aug 15, 2018","1,727.00","1,727.00","1,727.00","1,727.00","-","0.12%"
"Aug 14, 2018","1,725.00","1,725.00","1,725.00","1,725.00","-","0.94%"
"Aug 13, 2018","1,709.00","1,709.00","1,709.00","1,709.00","-","1.06%"
"Aug 10, 2018","1,691.00","1,691.00","1,691.00","1,691.00","-","-0.18%"
"Aug 09, 2018","1,694.00","1,694.00","1,694.00","1,694.00","-","-0.59%"
"Aug 08, 2018","1,704.00","1,704.00","1,704.00","1,704.00","-","-1.62%"
"Aug 07, 2018","1,732.00","1,732.00","1,732.00","1,732.00","-","-2.31%"
"Aug 06, 2018","1,773.00","1,773.00","1,773.00","1,773.00","-","0.00%"
"Aug 03, 2018","1,773.00","1,773.00","1,773.00","1,773.00","-","0.97%"
"Aug 02, 2018","1,756.00","1,756.00","1,756.00","1,756.00","-","-0.23%"
"Aug 01, 2018","1,760.00","1,760.00","1,760.00","1,760.00","-","0.74%"
"Jul 31, 2018","1,747.00","1,747.00","1,747.00","1,747.00","-","2.58%"
"Jul 30, 2018","1,703.00","1,703.00","1,703.00","1,703.00","-","1.61%"
"Jul 27, 2018","1,676.00","1,676.00","1,676.00","1,676.00","-","-1.87%"
"Jul 26, 2018","1,708.00","1,708.00","1,708.00","1,708.00","-","-3.61%"
"Jul 25, 2018","1,772.00","1,772.00","1,772.00","1,772.00","-","-0.11%"
"Jul 24, 2018","1,774.00","1,774.00","1,774.00","1,774.00","-","3.26%"
"Jul 23, 2018","1,718.00","1,718.00","1,718.00","1,718.00","-","1.72%"
"Jul 20, 2018","1,689.00","1,689.00","1,689.00","1,689.00","-","1.93%"
"Jul 19, 2018","1,657.00","1,657.00","1,657.00","1,657.00","-","-1.84%"
"Jul 18, 2018","1,688.00","1,688.00","1,688.00","1,688.00","-","-1.92%"
"Jul 17, 2018","1,721.00","1,721.00","1,721.00","1,721.00","-","1.53%"
"Jul 16, 2018","1,695.00","1,695.00","1,695.00","1,695.00","-","1.74%"
"Jul 13, 2018","1,666.00","1,666.00","1,666.00","1,666.00","-","2.08%"
"Jul 12, 2018","1,632.00","1,632.00","1,632.00","1,632.00","-","2.90%"
"Jul 11, 2018","1,586.00","1,586.00","1,586.00","1,586.00","-","1.99%"
"Jul 10, 2018","1,555.00","1,555.00","1,555.00","1,555.00","-","-3.36%"
"Jul 09, 2018","1,609.00","1,609.00","1,609.00","1,609.00","-","-0.80%"
"Jul 06, 2018","1,622.00","1,622.00","1,622.00","1,622.00","-","0.62%"
"Jul 05, 2018","1,612.00","1,612.00","1,612.00","1,612.00","-","2.87%"
"Jul 04, 2018","1,567.00","1,567.00","1,567.00","1,567.00","-","6.17%"
"Jul 03, 2018","1,476.00","1,476.00","1,476.00","1,476.00","-","3.80%"
"Jul 02, 2018","1,422.00","1,422.00","1,422.00","1,422.00","-","2.67%"
"Jun 29, 2018","1,385.00","1,385.00","1,385.00","1,385.00","-","4.21%"
"Jun 28, 2018","1,329.00","1,329.00","1,329.00","1,329.00","-","1.53%"
"Jun 27, 2018","1,309.00","1,309.00","1,309.00","1,309.00","-","-1.06%"
"Jun 26, 2018","1,323.00","1,323.00","1,323.00","1,323.00","-","-0.75%"
"Jun 25, 2018","1,333.00","1,333.00","1,333.00","1,333.00","-","-0.60%"
"Jun 22, 2018","1,341.00","1,341.00","1,341.00","1,341.00","-","-0.45%"
"Jun 21, 2018","1,347.00","1,347.00","1,347.00","1,347.00","-","-1.89%"
"Jun 20, 2018","1,373.00","1,373.00","1,373.00","1,373.00","-","-3.24%"
"Jun 19, 2018","1,419.00","1,419.00","1,419.00","1,419.00","-","-1.60%"
"Jun 18, 2018","1,442.00","1,442.00","1,442.00","1,442.00","-","-0.21%"
"Jun 15, 2018","1,445.00","1,445.00","1,445.00","1,445.00","-","0.84%"
"Jun 14, 2018","1,433.00","1,433.00","1,433.00","1,433.00","-","2.07%"
"Jun 13, 2018","1,404.00","1,404.00","1,404.00","1,404.00","-","1.01%"
"Jun 12, 2018","1,390.00","1,390.00","1,390.00","1,390.00","-","0.22%"
"Jun 11, 2018","1,387.00","1,387.00","1,387.00","1,387.00","-","-0.29%"
"Jun 08, 2018","1,391.00","1,391.00","1,391.00","1,391.00","-","-0.29%"
"Jun 07, 2018","1,395.00","1,395.00","1,395.00","1,395.00","-","4.10%"
"Jun 06, 2018","1,340.00","1,340.00","1,340.00","1,340.00","-","7.29%"
"Jun 05, 2018","1,249.00","1,249.00","1,249.00","1,249.00","-","4.69%"
"Jun 04, 2018","1,193.00","1,193.00","1,193.00","1,193.00","-","3.20%"
"Jun 01, 2018","1,156.00","1,156.00","1,156.00","1,156.00","-","6.06%"
"May 31, 2018","1,090.00","1,090.00","1,090.00","1,090.00","-","4.61%"
"May 30, 2018","1,042.00","1,042.00","1,042.00","1,042.00","-","-1.42%"
"May 29, 2018","1,057.00","1,057.00","1,057.00","1,057.00","-","-1.86%"
"May 25, 2018","1,077.00","1,077.00","1,077.00","1,077.00","-","-2.89%"
"May 24, 2018","1,109.00","1,109.00","1,109.00","1,109.00","-","-4.56%"
"May 23, 2018","1,162.00","1,162.00","1,162.00","1,162.00","-","-3.09%"
"May 22, 2018","1,199.00","1,199.00","1,199.00","1,199.00","-","-3.23%"
"May 21, 2018","1,239.00","1,239.00","1,239.00","1,239.00","-","-2.67%"
"May 18, 2018","1,273.00","1,273.00","1,273.00","1,273.00","-","-2.45%"
"May 17, 2018","1,305.00","1,305.00","1,305.00","1,305.00","-","-6.99%"
"May 16, 2018","1,403.00","1,403.00","1,403.00","1,403.00","-","-4.43%"
"May 15, 2018","1,468.00","1,468.00","1,468.00","1,468.00","-","-0.54%"
"May 14, 2018","1,476.00","1,476.00","1,476.00","1,476.00","-","0.27%"
"May 11, 2018","1,472.00","1,472.00","1,472.00","1,472.00","-","1.31%"
"May 10, 2018","1,453.00","1,453.00","1,453.00","1,453.00","-","-0.82%"
"May 09, 2018","1,465.00","1,465.00","1,465.00","1,465.00","-","2.30%"
"May 08, 2018","1,432.00","1,432.00","1,432.00","1,432.00","-","3.47%"
"May 04, 2018","1,384.00","1,384.00","1,384.00","1,384.00","-","0.58%"
"May 03, 2018","1,376.00","1,376.00","1,376.00","1,376.00","-","2.23%"
"May 02, 2018","1,346.00","1,346.00","1,346.00","1,346.00","-","1.43%"
"May 01, 2018","1,327.00","1,327.00","1,327.00","1,327.00","-","-1.04%"
"Apr 30, 2018","1,341.00","1,341.00","1,341.00","1,341.00","-","-1.47%"
"Apr 27, 2018","1,361.00","1,361.00","1,361.00","1,361.00","-","-1.02%"
"Apr 26, 2018","1,375.00","1,375.00","1,375.00","1,375.00","-","-0.07%"
"Apr 25, 2018","1,376.00","1,376.00","1,376.00","1,376.00","-","3.46%"
"Apr 24, 2018","1,330.00","1,330.00","1,330.00","1,330.00","-","1.84%"
"Apr 23, 2018","1,306.00","1,306.00","1,306.00","1,306.00","-","1.95%"
"Apr 20, 2018","1,281.00","1,281.00","1,281.00","1,281.00","-","6.66%"
"Apr 19, 2018","1,201.00","1,201.00","1,201.00","1,201.00","-","6.85%"
"Apr 18, 2018","1,124.00","1,124.00","1,124.00","1,124.00","-","6.84%"
"Apr 17, 2018","1,052.00","1,052.00","1,052.00","1,052.00","-","2.63%"
"Apr 16, 2018","1,025.00","1,025.00","1,025.00","1,025.00","-","1.08%"
"Apr 13, 2018","1,014.00","1,014.00","1,014.00","1,014.00","-","2.11%"
"Apr 12, 2018","993.00","993.00","993.00","993.00","-","1.43%"
"Apr 11, 2018","979.00","979.00","979.00","979.00","-","0.51%"
"Apr 10, 2018","974.00","974.00","974.00","974.00","-","2.31%"
"Apr 09, 2018","952.00","952.00","952.00","952.00","-","0.42%"
"Apr 06, 2018","948.00","948.00","948.00","948.00","-","-0.52%"
"Apr 05, 2018","953.00","953.00","953.00","953.00","-","-2.46%"
"Apr 04, 2018","977.00","977.00","977.00","977.00","-","-3.84%"
"Apr 03, 2018","1,016.00","1,016.00","1,016.00","1,016.00","-","-3.70%"
"Mar 29, 2018","1,055.00","1,055.00","1,055.00","1,055.00","-","-2.31%"
"Mar 28, 2018","1,080.00","1,080.00","1,080.00","1,080.00","-","-3.31%"
"Mar 27, 2018","1,117.00","1,117.00","1,117.00","1,117.00","-","-0.80%"
"Mar 26, 2018","1,126.00","1,126.00","1,126.00","1,126.00","-","0.36%"
"Mar 23, 2018","1,122.00","1,122.00","1,122.00","1,122.00","-","0.45%"
"Mar 22, 2018","1,117.00","1,117.00","1,117.00","1,117.00","-","0.00%"
"Mar 21, 2018","1,117.00","1,117.00","1,117.00","1,117.00","-","-0.45%"
