"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 22, 2018","90.40","90.44","90.70","90.35","-","-0.19%"
"Jan 19, 2018","90.57","90.50","90.70","90.16","-","0.08%"
"Jan 18, 2018","90.50","90.78","90.98","90.41","-","-0.04%"
"Jan 17, 2018","90.54","90.41","91.00","90.11","-","0.17%"
"Jan 16, 2018","90.39","90.44","90.82","90.34","-","-0.64%"
"Jan 15, 2018","90.97","90.94","90.94","90.28","-","0.00%"
"Jan 12, 2018","90.97","91.85","91.88","90.90","-","-0.96%"
"Jan 11, 2018","91.85","92.33","92.55","91.79","-","-0.52%"
"Jan 10, 2018","92.33","92.57","92.57","91.92","-","-0.22%"
"Jan 09, 2018","92.53","92.34","92.64","92.21","-","0.18%"
"Jan 08, 2018","92.36","92.06","92.40","91.88","-","0.45%"
"Jan 05, 2018","91.95","91.87","92.10","91.78","-","0.11%"
"Jan 04, 2018","91.85","92.22","92.26","91.80","-","-0.34%"
"Jan 03, 2018","92.16","91.82","92.26","91.81","-","0.32%"
"Jan 02, 2018","91.87","92.24","92.25","91.75","-","-0.41%"
"Jan 01, 2018","92.25","92.29","92.32","92.18","-","-0.04%"
